연번,업체명,이메일 주소,대표자(익명),벤처확인유형,지역,간략주소,업종분류(기보),업종명(11차),주생산품,벤처유효시작일,벤처유효종료일,벤처확인기관,신규/재확인
718,주식회사 에스에이치,,이**,벤처투자유형,대구,대구 동구,정보처리S/W,데이터베이스 및 온라인정보 제공업,"데이터베이스 및 온라인 정보 제공업,소프트웨어 개발 및 공급업",20260204,20290203,벤처기업확인기관,신규
719,주식회사 엘바 (ELBA Corp.),,구**,벤처투자유형,울산,울산광역시 울주군,정보처리S/W,응용 소프트웨어 개발 및 공급업,YouViCo,20260204,20290203,벤처기업확인기관,신규
720,(주)가디언에이아이,,이**,벤처투자유형,경기,경기도 이천시,정보처리S/W,응용 소프트웨어 개발 및 공급업,"AI 안전관리 시스템, 자율주행 순찰 로봇",20260204,20290203,벤처기업확인기관,신규
721,파이토제닉스 농업회사법인 주식회사,,홍**,벤처투자유형,경북,경상북도 고령군,"농,어,임,광업",종자 및 묘목 생산업,"농산물 생산, 가공업",20260204,20290203,벤처기업확인기관,신규
722,주식회사 사이언스아트웍스,,하**,벤처투자유형,서울,서울특별시 마포구,제조업,화장품 제조업,화장품 제조 및 도소매업,20260204,20290203,벤처기업확인기관,신규
723,주식회사 인피니티랩스,,홍**,벤처투자유형,대전,대전광역시 유성구,제조업,기타 기초 무기 화학물질 제조업,무기화학물질.유기화학물질,20260204,20290203,벤처기업확인기관,신규
724,주식회사 스튜디오비비비,,임**,벤처투자유형,경기,경기도 성남시,정보처리S/W,기타 게임 소프트웨어 개발 및 공급업,게임 소프트웨어,20260204,20290203,벤처기업확인기관,신규
725,주식회사 메시스,,강**,벤처투자유형,제주,제주특별자치도 제주시,정보처리S/W,데이터베이스 및 온라인정보 제공업,AI기반 작품 해설 서비스 및 아트 커머스,20260204,20290203,벤처기업확인기관,신규
726,주식회사플러스에스제이,,이**,혁신성장유형,서울,서울특별시 용산구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"스마트팜 구축 솔루션, 열분해 기반 자원순환 솔루션",20260204,20290203,벤처기업확인기관,신규
727,(주)에스디코리아,,김**,벤처투자유형,경기,경기도 성남시,제조업,화장품 제조업,화장품,20260204,20290203,벤처기업확인기관,신규
728,주식회사 우일플루콘,,강**,혁신성장유형,경기,경기도 성남시,제조업,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업","유량계, 초음파유량계, 밸브, 압력센서 등",20260204,20290203,벤처기업확인기관,신규
729,주식회사 다올데이터,,최**,벤처투자유형,경기,경기도 성남시,정보처리S/W,그 외 기타 정보 서비스업,시스템소프트웨어개발,20260204,20290203,벤처기업확인기관,신규
730,주식회사 비전파크,,이**,벤처투자유형,부산,부산 금정구,정보처리S/W,컴퓨터시스템 통합 자문 및 구축 서비스업,라이다,20260204,20290203,벤처기업확인기관,신규
731,(주)보가,,최**,혁신성장유형,인천,인천광역시 서구,제조업,차체 및 특장차 제조업,"카오디오 제품, 특장차",20260204,20290203,벤처기업확인기관,신규
732,주식회사 비즈큐어,,이**,벤처투자유형,충북,충청북도 청주시,제조업,그 외 기타 분류 안된 화학제품 제조업,점착제,20260204,20290203,벤처기업확인기관,신규
733,주식회사 벤치링크,,강**,벤처투자유형,서울,서울특별시 영등포구,정보처리S/W,응용 소프트웨어 개발 및 공급업,전문가 네트워크 서비스,20260204,20290203,벤처기업확인기관,신규
734,주식회사 엘케이스틸,,이**,혁신성장유형,충남,충청남도 천안시,제조업,구조용 금속 판제품 및 공작물 제조업,방수루프 및 성형강판 ,20260204,20290203,벤처기업확인기관,신규
735,"주식회사 플로우닉스 (FLONICS Co,. Ltd.)",,하**,벤처투자유형,강원,강원특별자치도 춘천시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,의료영상 소프트웨어 개발,20260204,20290203,벤처기업확인기관,신규
736,주식회사 나노미라클,,이**,벤처투자유형,경기,경기 성남시,연구개발서비스,자연과학 및 공학 융합 연구개발업,기업용 AI 솔루션,20260204,20290203,벤처기업확인기관,신규
737,주식회사 씨오케이컴퍼니,,조**,혁신성장유형,서울,서울특별시 금천구,제조업,건강기능식품 제조업,건강기능식품,20260203,20290202,벤처기업확인기관,신규
738,팀이지 주식회사,,국**,혁신성장유형,세종,세종특별자치시 조치원읍,정보처리S/W,데이터베이스 및 온라인정보 제공업,손해사정 SaaS · 보안 API,20260203,20290202,벤처기업확인기관,신규
739,식스레터스 주식회사,,김**,혁신성장유형,경기,경기도 성남시,연구개발서비스,의학 및 약학 연구개발업,생체신호 기반 건강관리 솔루션,20260203,20290202,벤처기업확인기관,신규
740,한솔레미콘주식회사,,이**,혁신성장유형,충남,충남 논산시,제조업,레미콘 제조업,레미콘,20260203,20290202,벤처기업확인기관,신규
741,주식회사 한백푸드,,한**,벤처투자유형,경기,경기도 광주시,제조업,육류 포장육 및 냉동육 가공업 (가금류 제외),돈정육외,20260203,20290202,벤처기업확인기관,신규
742,주식회사 세라에이치티,,김**,혁신성장유형,충북,충청북도 음성군,제조업,"콘크리트 타일, 기와, 벽돌 및 블록 제조업","골재 및 미분말, 옹벽블록",20260203,20290202,벤처기업확인기관,신규
743,주식회사 에이치제이,,이**,혁신성장유형,경북,경상북도 경주시,제조업,강관 가공품 및 관 연결구류 제조업,플랜트 제조업,20260203,20290202,벤처기업확인기관,신규
744,주식회사 이노씨앤에스,,김**,혁신성장유형,서울,서울특별시 강서구,제조업,기타 전기 변환장치 제조업,전기자동차 충전장치,20260203,20290202,벤처기업확인기관,신규
745,주식회사 에이치와이에스코퍼레이션,,허**,혁신성장유형,경기,경기도 광주시,제조업,유압기기 제조업,건설용 유압기기,20260203,20290202,벤처기업확인기관,신규
746,(주)와이엔모빌리티,,김**,혁신성장유형,경기,경기도 화성시,제조업,차체 및 특장차 제조업,카니발하이리무진,20260203,20290202,벤처기업확인기관,신규
747,주식회사 아이디에스(IDS),,김**,혁신성장유형,경기,경기도 광명시,제조업,그 외 기타 특수목적용 기계 제조업,"반도체 부품, 반도체 가스배관 및 부품 개발 및 제조, 반도체 디스플레이 기계장비, 반도체 관련 컨설팅업",20260203,20290202,벤처기업확인기관,신규
748,주식회사 금와이엔씨,,성**,혁신성장유형,경기,경기도 시흥시,제조업,합성수지 및 기타 플라스틱 물질 제조업,"미끄럼방지포장재, 도막형바닥재, 그레이팅덮개",20260203,20290202,벤처기업확인기관,신규
749,(주)엘케이텍,,이**,혁신성장유형,부산,부산광역시 기장군,제조업,기체 여과기 제조업,공기청정기필터,20260203,20290202,벤처기업확인기관,신규
750,레스큐어 주식회사,,전**,혁신성장유형,경기,경기도 평택시,제조업,화장품 제조업,화장품 제조,20260203,20290202,벤처기업확인기관,신규
751,피에프피 주식회사,,윤**,혁신성장유형,경남,경상남도 창원시,제조업,기타 과실ㆍ채소 가공 및 저장 처리업,"단감말랭이,단감넛츠",20260203,20290202,벤처기업확인기관,신규
752,(주)알오케이비,,라**,혁신성장유형,인천,인천광역시 부평구,정보처리S/W,응용 소프트웨어 개발 및 공급업,콜센터 소프트웨어 분양 및 임대,20260203,20290202,벤처기업확인기관,신규
753,주식회사 옥산,,손**,혁신성장유형,대구,대구 달서구,제조업,자동차용 신품 동력전달장치 제조업,자동차안전용품제조개발,20260203,20290202,벤처기업확인기관,신규
754,주식회사 재민뷰텍,,김**,혁신성장유형,경기,경기도 군포시,제조업,스크린 인쇄업,"화장품 명판인쇄, 전자제품 부품 인쇄, 신용 카드 인쇄 ",20260203,20290202,벤처기업확인기관,신규
755,주식회사 파라미타에이아이,,이**,혁신성장유형,서울,서울특별시 강남구,정보처리S/W,응용 소프트웨어 개발 및 공급업,AI 기반 호텔 수익 최적화 솔루션,20260203,20290202,벤처기업확인기관,신규
756,주식회사 청암산림,,배**,혁신성장유형,경북,경상북도 영덕군,"농,어,임,광업",임업 관련 서비스업,산림조성·관리 및 재해대응 기술 서비스,20260203,20290202,벤처기업확인기관,신규
757,(주)오션브리즈,,윤**,혁신성장유형,경기,경기도 안산시,제조업,화장품 제조업,화장품,20260203,20290202,벤처기업확인기관,신규
758,따바프레스 주식회사,,김**,벤처투자유형,서울,서울 용산구,제조업,가정용 및 장식용 도자기 제조업,"도자, 유리, 금속 제조품",20260203,20290202,벤처기업확인기관,신규
759,주식회사 벤톤,,이**,혁신성장유형,경기,경기도 수원시,제조업,화장품 제조업,기능성 화장품,20260203,20290202,벤처기업확인기관,신규
760,로긴,,박**,혁신성장유형,인천,인천 서구,제조업,수동식 식품 가공기기 및 금속 주방용기 제조업,"식기건조대, 다용도 선반, 수저통 외",20260203,20290202,벤처기업확인기관,신규
761,(주)옹스트롬,,김**,혁신성장유형,충북,충청북도 청주시,제조업,기타 반도체소자 제조업,"반도체, 디스플레이설비부품외",20260203,20290202,벤처기업확인기관,신규
762,(주)에버그린플러스,,윤**,벤처투자유형,울산,울산 울주군,제조업,그 외 기타 분류 안된 화학제품 제조업,"친환경 탈취제, 세정제, 농업용 비료",20260203,20290202,벤처기업확인기관,신규
763,주식회사 인테로,,김**,혁신성장유형,경기,경기 화성시,제조업,유압기기 제조업,"밸브 액추에이터,자동화 기계 제조,전기, 전자부품, 가로등 부속품, 프로세스 제어판넬,밸브 액추에이터, 자동화 기계,전기,전자부품, 프로세스 제어 판넬,무역(",20260203,20290202,벤처기업확인기관,신규
764,주식회사 애드센,,오**,혁신성장유형,경남,경상남도 창원시,제조업,전자감지장치 제조업,"AI 비전 기반 로봇 자동화 시스템(수산물 가공, 욕창방지 매트리스)",20260203,20290202,벤처기업확인기관,신규
765,주식회사 팔공삼푸드,,정**,혁신성장유형,경기,경기도 하남시,제조업,육류 기타 가공 및 저장처리업 (가금류 제외),"각종패티류 (함박스테이크 떡갈비, 동그랑땡), 기타 가공품 및 양념가공품 ",20260203,20290202,벤처기업확인기관,신규
766,주식회사 에어로원시스템,,장**,혁신성장유형,대전,대전광역시 유성구,제조업,무인 항공기 및 무인 비행장치 제조업,무인 항공기,20260203,20290202,벤처기업확인기관,신규
767,(주)에이스팩,,전**,혁신성장유형,경기,경기도 시흥시,제조업,그 외 기타 특수목적용 기계 제조업,종이컵 성형기,20260203,20290202,벤처기업확인기관,신규
768,주식회사알리파크,,류**,혁신성장유형,대구,대구광역시 북구,제조업,"체조, 육상 및 체력단련용 장비 제조업",파크골프채 용품,20260203,20290202,벤처기업확인기관,신규
769,하이큐그래핀엑스(주),,최**,혁신성장유형,경기,경기 수원시,제조업,그 외 기타 분류 안된 화학제품 제조업,"특수화학제품, 바이오테크, 2차원소재 관련 제조 및 가공,특수화학제품, 바이오테크, 2차원소재 관련 판매 및 유통,특수화학제품, 바이오테크, 2차원소재 관련",20260203,20290202,벤처기업확인기관,신규
770,주식회사 메디에이아이챗봇,,김**,혁신성장유형,서울,서울특별시 강남구,정보처리S/W,데이터베이스 및 온라인정보 제공업,병원CRM플랫폼,20260203,20290202,벤처기업확인기관,신규
771,주식회사 디에이중공업,,김**,혁신성장유형,전남,전라남도 곡성군,제조업,그 외 기타 일반목적용 기계 제조업,건설기계 제작 조립,20260203,20290202,벤처기업확인기관,신규
